Id,FirstName,LastName,YearDied,Type,Score,Rank,CreatedDate,CreatedBy,ModifiedDate,ModifiedBy,DeletedDate,DeletedBy
1147,Norman,Lindsay,1969,"[watercolor,nudity]",0,0,0001-01-01,2,0001-01-01,2,,
1148,Jeremy,Lipking,,"[realism,portrait,scene,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
1149,Filippino,Lippi,1504,"[renaissance,scene,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1150,Laurie,Lipton,,"[monochromatic,detailed,surrrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1151,Michal,Lisowski,,"[digital,scene,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1152,Herbert,List,1975,"[photography,monochromatic,high contrast,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1153,Scott,Listfield,,"[realism,surrealism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1154,Cory,Loftis,,"[digital,cartoon,whimsical]",0,0,0001-01-01,2,0001-01-01,2,,
1155,Yoann,Lossel,,,0,0,0001-01-01,2,0001-01-01,2,,
1156,Maximilien,Luce,1941,"[landscape,impressionism,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1157,George,Luks,1933,"[scene,realism,streetscape]",0,0,0001-01-01,2,0001-01-01,2,,
1158,Evgeny,Lushpin,,,0,0,0001-01-01,2,0001-01-01,2,,
1159,Loretta,Lux,,"[photography,portrait,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1160,Lee,Madgwick,,"[dark,surrealism,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
1161,Joe,Madureira,,"[comics,detailed,fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
1162,Fintan,Magee,,"[realism,scene,street art]",0,0,0001-01-01,2,0001-01-01,2,,
1163,Rene,Magritte,1967,"[surrealism,cloudscape,art deco,cubism,impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1164,Don,Maitz,,"[sci-fi,fantasy,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1165,Nikolay,Makovsky,1886,"[impressionism,realism,landscape,streetscape,portrait,romanticism]",0,0,0001-01-01,2,0001-01-01,2,,
1166,Jacek,Malczewski,1929,"[symbolism,impressionism,art nouveau]",0,0,0001-01-01,2,0001-01-01,2,,
1167,Keith,Mallett,,"[melanin,figurativism,abstract,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1168,Michael,Malm,,"[impressionism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1169,Benoit B.,Mandelbrot,2010,"[angular]",0,0,0001-01-01,2,0001-01-01,2,,
1170,Slawomir,Maniak,,"[fantasy,dark,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1171,Mary Ellen,Mark,2015,"[photography,monochromatic,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1172,Andrei,Markin,,"[impressionism,figurativism,scene,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1173,Albert,Marquet,1947,"[fauvism,landscape,seascape]",0,0,0001-01-01,2,0001-01-01,2,,
1174,Chris,Mars,,"[surrealism,dark,fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
1175,Kerry James,Marshall,,"[melanin,collage,scene,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1176,John,Martin,1854,"[landscape,romanticism,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1177,Stephan,Martiniere,,"[sci-fi,fantasy,landscape,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1178,Brian,Mashburn,,"[landscape,dark,nature,monochromatic]",0,0,0001-01-01,2,0001-01-01,2,,
1179,Andre,Masson,1987,"[surrealism,cubism,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1180,Henri,Matisse,1954,"[fauvism,impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1181,Leiji,Matsumoto,,"[manga,comics]",0,0,0001-01-01,2,0001-01-01,2,,
1182,Taiyo,Matsumoto,,"[manga,comics]",0,0,0001-01-01,2,0001-01-01,2,,
1183,Roberto,Matta,2002,"[abstract,expressionism,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1184,Rodney,Matthews,,"[fantasy,sci-fi]",0,0,0001-01-01,2,0001-01-01,2,,
1185,David B.,Mattingly,,"[sci-fi,fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
1186,Peter,Max,,"[colorful,abstract,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1187,Marco,Mazzoni,,"[dark,detailed,flowers]",0,0,0001-01-01,2,0001-01-01,2,,
1188,Robert,McCall,2010,"[space,sci-fi]",0,0,0001-01-01,2,0001-01-01,2,,
1189,Robert,McGinnis,,"[character,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1190,Kelly,McKernan,,"[magic realism,whimsical,watercolor,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1191,Angus,McKie,,"[vibrant,sci-fi,fantasy,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1192,Dan,McPharlin,,"[sci-fi,vibrant,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1193,Tara,McPherson,,"[pop art,surrealism,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1194,Ralph,McQuarrie,2012,"[sci-fi,landscape,scene,clean]",0,0,0001-01-01,2,0001-01-01,2,,
1195,Syd,Mead,2019,"[sci-fi,abstract,angular]",0,0,0001-01-01,2,0001-01-01,2,,
1196,Emil,Melmoth,,"[dark,surrealism,figurativism,sculpture]",0,0,0001-01-01,2,0001-01-01,2,,
1197,Eddie,Mendoza,,"[digital,landscape,detailed,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1198,Maria Sibylla,Merian,1717,"[biological,nature]",0,0,0001-01-01,2,0001-01-01,2,,
1199,Monia,Merlo,,"[fashion,photography,romanticism,nudity]",0,0,0001-01-01,2,0001-01-01,2,,
1200,Daniel,Merriam,,"[whimsical,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1201,Jean,Metzinger,1956,"[cubism,abstract,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1202,Carsten,Meyerdierks,,"[photography,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
1203,,Michelangelo,1564,"[renaissance]",0,0,0001-01-01,2,0001-01-01,2,,
1204,Nicolas,Mignard,1668,"[baroque,portrait,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1205,Mike,Mignola,,"[comics,dark,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
1206,Gjon,Mili,1984,"[photography,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
1207,Frank,Miller,,"[comics,dark,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
1208,Jean-Francois,Millet,1875,"[realism,landscape,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1209,Peter,Milligan,,"[comics]",0,0,0001-01-01,2,0001-01-01,2,,
1210,Russ,Mills,,"[high contrast,dark,abstract,messy]",0,0,0001-01-01,2,0001-01-01,2,,
1211,Joan,Miro,1983,"[abstract]",0,0,0001-01-01,2,0001-01-01,2,,
1212,Haroon,Mirza,,"[installation,angular]",0,0,0001-01-01,2,0001-01-01,2,,
1213,Kentaro,Miura,2021,"[textured,dark,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
1214,Hayao,Miyazaki,,"[whimsical,anime,children's illustration]",0,0,0001-01-01,2,0001-01-01,2,,
1215,,Moebius,2012,"[comics,psychedelic,surrealism,fantasy,sci-fi]",0,0,0001-01-01,2,0001-01-01,2,,
1216,Peter,Mohrbacher,,"[detailed,surrealism,fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
1217,Piet,Mondrian,1944,"[cubism,vibrant,angular]",0,0,0001-01-01,2,0001-01-01,2,,
1218,Claude,Monet,1926,"[impressionism,landscape,seascape]",0,0,0001-01-01,2,0001-01-01,2,,
1219,Jean-Baptiste,Monge,,"[dark,fantasy,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1220,Kent,Monkman,,"[landscape,scenes,realism]",0,0,0001-01-01,2,0001-01-01,2,,
1221,Alyssa,Monks,,"[figurativism,portrait,photorealism]",0,0,0001-01-01,2,0001-01-01,2,,
1222,Sailor,Moon,,"[vibrant,clean,anime]",0,0,0001-01-01,2,0001-01-01,2,,
1223,Chris,Moore,,"[sci-fi,scene,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
1224,Yiannis,Moralis,2009,"[abstract,cubism,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1225,Thomas,Moran,1926,"[landscape,luminism]",0,0,0001-01-01,2,0001-01-01,2,,
1226,Gustave,Moreau,1898,"[detailed,dark,symbolism]",0,0,0001-01-01,2,0001-01-01,2,,
1227,Henry,Moret,1913,"[landscape,impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1228,Desmond,Morris,,"[surrealism,whimsical]",0,0,0001-01-01,2,0001-01-01,2,,
1229,Igor,Morski,,"[collage,surrealism,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1230,Victor,Moscoso,,"[vibrant,psychedelic,clean]",0,0,0001-01-01,2,0001-01-01,2,,
1231,Alphonse,Mucha,1939,"[art nouveau,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1232,Ron,Mueck,,"[sculpture,realism]",0,0,0001-01-01,2,0001-01-01,2,,
1233,Craig,Mullins,,"[dark,detailed,fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
1234,Dan,Mumford,,"[digital,vibrant,fantasy,psychedelic,clean]",0,0,0001-01-01,2,0001-01-01,2,,
1235,Bruce,Munro,,"[installation,light]",0,0,0001-01-01,2,0001-01-01,2,,
1236,Takashi,Murakami,,"[pop art,anime,manga]",0,0,0001-01-01,2,0001-01-01,2,,
1237,Hiroshi,Nagai,,"[landscape,cityscape,vibrant,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
1238,James,Nares,,"[abstract]",0,0,0001-01-01,2,0001-01-01,2,,
1239,Ted,Nasmith,,"[fantasy,landscape,luminism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1240,Todd,Nauck,,"[comics,character,sci-fi]",0,0,0001-01-01,2,0001-01-01,2,,
1241,Ernst Wilhelm,Nay,1968,"[expressionism,abstract,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1242,Odd,Nerdrum,,"[dark,scene,character,fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
1243,Victo,Ngai,,"[detailed,vibrant,children's illustration,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1244,Tran,Nguyen,,"[portrait,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1245,Ben,Nicholson,1982,"[abstract]",0,0,0001-01-01,2,0001-01-01,2,,
1246,William,Nicholson,1949,"[still life,portrait,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
1247,Dee,Nickerson,,"[primitivism,whimsical,landscape,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1248,Florian,Nicolle,,"[watercolor,portrait,messy,collage]",0,0,0001-01-01,2,0001-01-01,2,,
1249,Victor,Nizovtsev,,"[magic realism,vibrant,whimsical,fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
1250,Earl,Norem,2015,"[detailed,fantasy,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1251,Marianne,North,1890,"[nature,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1252,Octavio,Ocampo,,"[surrealism,realism,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
1253,Eiichiro,Oda,,"[manga,anime]",0,0,0001-01-01,2,0001-01-01,2,,
1254,Koson,Ohara,1945,"[ukiyo-e,nature,flowers]",0,0,0001-01-01,2,0001-01-01,2,,
1255,Noriyoshi,Ohrai,2015,"[fantasy,sci-fi,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1256,Tim,Okamura,,"[portrait,graffiti,melanin,street art]",0,0,0001-01-01,2,0001-01-01,2,,
1257,Toshiko,Okanoue,,,0,0,0001-01-01,2,0001-01-01,2,,
1258,Naomi,Okubo,,"[vibrant,detailed,collage]",0,0,0001-01-01,2,0001-01-01,2,,
1259,Edward,Okun,1945,"[symbolism,art nouveau,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1260,Oleg,Oprisco,,"[photography,portrait,surrealism,flowers,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1261,Alphonse,Osbert,1939,"[low contrast,symbolism,impressionism,art nouveau]",0,0,0001-01-01,2,0001-01-01,2,,
1262,Katsuhiro,Otomo,,"[manga,anime,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1263,Steven,Outram,,"[landscape,dark,romanticism]",0,0,0001-01-01,2,0001-01-01,2,,
1264,David,Palumbo,,"[dark,character,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
1265,Michael,Parkes,,"[magic realism,fantasy,art nouveau]",0,0,0001-01-01,2,0001-01-01,2,,
1266,Maxfield,Parrish,1966,"[cloudscape,vibrant,art nouveau]",0,0,0001-01-01,2,0001-01-01,2,,
1267,Pierre,Pellegrini,,"[monochromatic,photography,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
1268,Paul,Pelletier,,"[comics]",0,0,0001-01-01,2,0001-01-01,2,,
1269,Agnes Lawrence,Pelton,1961,"[abstract,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1270,George,Pemba,2001,"[realism,melanin,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1271,Irving,Penn,2009,"[photography,monochromatic,portrait,character]",0,0,0001-01-01,2,0001-01-01,2,,
1272,Bruce,Pennington,,"[sci-fi,fantasy,vibrant,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
1273,Fabian,Perez,,"[dark,figurativism,realism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1274,Cleon,Peterson,,"[flat colors,clean,character]",0,0,0001-01-01,2,0001-01-01,2,,
1275,Coles,Phillips,1927,"[art deco]",0,0,0001-01-01,2,0001-01-01,2,,
1276,Mike,Ploog,,,0,0,0001-01-01,2,0001-01-01,2,,
1277,Jackson,Pollock,1956,"[abstract,messy,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1278,Emiliano,Ponzi,,,0,0,0001-01-01,2,0001-01-01,2,,
1279,Lyubov,Popova,1924,"[cubism,abstract]",0,0,0001-01-01,2,0001-01-01,2,,
1280,Candido,Portinari,1962,"[expressionism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1281,Beatrix,Potter,1943,"[whimsical,watercolor,children's illustration]",0,0,0001-01-01,2,0001-01-01,2,,
1282,Paulus,Potter,1654,"[landscape,baroque,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1283,Gediminas,Pranckevicius,,"[surrealism,whimsical,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1284,Maurice,Prendergast,1924,,0,0,0001-01-01,2,0001-01-01,2,,
1285,Dod,Procter,1972,"[impressionism,portrait,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1286,Pierre,Puvis de Chavannes,1898,"[symbolism,low contrast]",0,0,0001-01-01,2,0001-01-01,2,,
1287,Martin,Rak,,"[photography,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
1288,Paul,Ranson,1909,"[abstract,vibrant,art nouveau]",0,0,0001-01-01,2,0001-01-01,2,,
1289,Robert,Rauschenberg,2008,"[collage,abstract]",0,0,0001-01-01,2,0001-01-01,2,,
1290,Eric,Ravilious,1942,,0,0,0001-01-01,2,0001-01-01,2,,
1291,Aliza,Razell,,"[photography,fantasy,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1292,Joel,Rea,,"[surrealism,landscape,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1293,Terry,Redlin,2016,"[landscape,luminism,nature]",0,0,0001-01-01,2,0001-01-01,2,,
1294,Granville,Redmond,1935,"[landscape,impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1295,Odilon,Redon,1916,"[impressionism,symbolist,low contrast]",0,0,0001-01-01,2,0001-01-01,2,,
1296,Vicente Romero,Redondo,,"[figurativism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1297,Vittorio,Reggianini,1938,"[scene,renaissance]",0,0,0001-01-01,2,0001-01-01,2,,
1298,Paula,Rego,2022,"[scene,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1299,Valentin,Rekunenko,,"[scene,detailed,fantasy,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1300,Andrey,Remnev,,"[baroque,renaissance,portrait,character]",0,0,0001-01-01,2,0001-01-01,2,,
1301,Ilya,Repin,1930,"[realism,scene,portrait,impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1302,John,Reuss,,"[surrealism,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
1303,Stephanie,Rew,,"[portrait,figurativism,realism]",0,0,0001-01-01,2,0001-01-01,2,,
1304,Joshua,Reynolds,1792,"[portrait,romanticism]",0,0,0001-01-01,2,0001-01-01,2,,
1305,,RHADS,,"[digital,surrealism,landscape,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1306,Louis,Rhead,1926,"[art nouveau,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1307,Chris,Riddell,,"[cartoon,children's illustration,watercolor]",0,0,0001-01-01,2,0001-01-01,2,,
1308,Brad,Rigney,,"[scene,fantasy,character,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1309,Bridget,Riley,,"[abstract,monochromatic,colorful,angular]",0,0,0001-01-01,2,0001-01-01,2,,
1310,Diego,Rivera,1957,"[cubism,impressionism,primitivism]",0,0,0001-01-01,2,0001-01-01,2,,
1311,Hubert,Robert,1808,"[romanticism,landscape,architecture]",0,0,0001-01-01,2,0001-01-01,2,,
1312,Andreas,Rocha,,"[digital,landscape,fantasy,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1313,Norman,Rockwell,1978,"[realism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1314,Cyril,Rolando,,,0,0,0001-01-01,2,0001-01-01,2,,
1315,Henriette,Ronner-Knip,1909,"[animals,romanticism,still life]",0,0,0001-01-01,2,0001-01-01,2,,
1316,Conrad,Roset,,"[impressionism,watercolor,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1317,Bob,Ross,1995,"[landscape,romanticism,impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1318,Jessica,Rossier,,"[space,landscape,digital,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1319,Mimmo,Rotella,2006,,0,0,0001-01-01,2,0001-01-01,2,,
1320,Greg,Rutkowski,,"[digital,landscape,fantasy,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1321,Mark,Ryden,,"[character,whimsical,dark,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1322,Amanda,Sage,,"[psychedelic,vibrant,colorful,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1323,John,Salminen,,"[watercolor,detailed,streetscape]",0,0,0001-01-01,2,0001-01-01,2,,
1324,Nicola,Samori,,"[dark,portrait,sculpture]",0,0,0001-01-01,2,0001-01-01,2,,
1325,Richard,Scarry,1994,"[children's illustration,vibrant,whimsical]",0,0,0001-01-01,2,0001-01-01,2,,
1326,Kenny,Scharf,,"[colorful,vibrant,pop art,surrealism,psychedelic]",0,0,0001-01-01,2,0001-01-01,2,,
1327,Howard,Schatz,,"[photography,portrait,character,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1328,Jerry,Schatzberg,,"[photography,monochromatic,portrait,character]",0,0,0001-01-01,2,0001-01-01,2,,
1329,Ary,Scheffer,1858,"[romanticism,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1330,Egon,Schiele,1918,"[expressionism,art nouveau,impressionism,symbolism,character]",0,0,0001-01-01,2,0001-01-01,2,,
1331,Christian,Schloe,,"[surrealism,romanticism,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1332,Todd,Schorr,,"[pop art,surrealism,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1333,Carlos,Schwabe,1866,"[symbolism,detailed,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1334,Valentin,Serov,1911,"[portrait,impressionism,art nouveau]",0,0,0001-01-01,2,0001-01-01,2,,
1335,Georges,Seurat,1891,"[impressionism,low-contrast,landscape,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1336,Dr.,Seuss,1991,"[cartoon,whimsical,children's illustration]",0,0,0001-01-01,2,0001-01-01,2,,
1337,Alberto,Seveso,,,0,0,0001-01-01,2,0001-01-01,2,,
1338,Brooke,Shaden,,"[dark,photography,magic realism]",0,0,0001-01-01,2,0001-01-01,2,,
1339,Natalie,Shau,,"[surrealism,digital,character]",0,0,0001-01-01,2,0001-01-01,2,,
1340,Barclay,Shaw,,"[sci-fi,dark,angular,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1341,Hikari,Shimoda,,"[anime,manga,colorful,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1342,Makoto,Shinkai,,"[landscape,anime,digital]",0,0,0001-01-01,2,0001-01-01,2,,
1343,Chiharu,Shiota,,"[vibrant,installation,messy,low contrast]",0,0,0001-01-01,2,0001-01-01,2,,
1344,Masamune,Shirow,,"[anime,cartoon,manga,comics,character,fantasy,sci-fi]",0,0,0001-01-01,2,0001-01-01,2,,
1345,Ivan,Shishkin,1898,"[landscape,realism]",0,0,0001-01-01,2,0001-01-01,2,,
1346,Tim,Shumate,,"[portrait,whimsical,cartoon]",0,0,0001-01-01,2,0001-01-01,2,,
1347,Marc,Simonetti,,"[landscape,digital,fantasy,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1348,Douglas,Smith,,"[monochromatic,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1349,Jeffrey,Smith,,"[digital,surrealism,landscape,magic realism,cloudscape]",0,0,0001-01-01,2,0001-01-01,2,,
1350,Zack,Snyder,,"[dark,fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
1351,Shigenori,Soejima,,"[anime,character]",0,0,0001-01-01,2,0001-01-01,2,,
1352,Joaquin,Sorolla,1923,"[impressionism,luminism,portrait,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
1353,Michael,Sowa,,"[landscape,still life,surrealism,low contrast]",0,0,0001-01-01,2,0001-01-01,2,,
1354,Simon,Stalenhag,,"[landscape,digital,sci-fi]",0,0,0001-01-01,2,0001-01-01,2,,
1355,Edward,Steichen,1973,"[photography,monochromatic,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1356,Joel,Sternfeld,,"[photography,landscape,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1357,ND,Stevenson,,"[comics,character,cartoon]",0,0,0001-01-01,2,0001-01-01,2,,
1358,James,Stokoe,,"[comics,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1359,Ann,Stookey,,"[landscape,cityscape,whimsical]",0,0,0001-01-01,2,0001-01-01,2,,
1360,William,Stout,,"[detailed,dark,fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
1361,Paul,Strand,1976,"[photography,monochromatic]",0,0,0001-01-01,2,0001-01-01,2,,
1362,Linnea,Strid,,"[portrait,photography]",0,0,0001-01-01,2,0001-01-01,2,,
1363,Drew,Struzan,,"[portrait,fantasy,sci-fi]",0,0,0001-01-01,2,0001-01-01,2,,
1364,George,Stubbs,1806,"[romanticism,animals,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
1365,Ken,Sugimori,,"[anime,manga,watercolor,cartoon]",0,0,0001-01-01,2,0001-01-01,2,,
1366,Brian,Sum,,"[sci-fi,digital,character]",0,0,0001-01-01,2,0001-01-01,2,,
1367,Graham,Sutherland,1980,"[abstract,landscape,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1368,Raymond,Swanland,,"[fantasy,digital,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1369,Annie,Swynnerton,1933,"[portrait,symbolism]",0,0,0001-01-01,2,0001-01-01,2,,
1370,Stanislaw,Szukalski,1987,"[sculpture,art deco,monochromatic,expressionism,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1371,Rumiko,Takahashi,,"[anime,manga]",0,0,0001-01-01,2,0001-01-01,2,,
1372,Naoko,Takeuchi,,"[anime,manga]",0,0,0001-01-01,2,0001-01-01,2,,
1373,Rufino,Tamayo,1991,"[surrealism,cubism,abstract]",0,0,0001-01-01,2,0001-01-01,2,,
1374,Shaun,Tan,,"[surrealism,whimsical,low contrast]",0,0,0001-01-01,2,0001-01-01,2,,
1375,Yves,Tanguy,1955,"[surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1376,Genndy,Tartakovsky,,"[cartoon,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1377,,teamLab,,"[vibrant,colorful,installation,light]",0,0,0001-01-01,2,0001-01-01,2,,
1378,Juergen,Teller,,"[photography,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1379,Mario,Testino,,"[fashion,photography]",0,0,0001-01-01,2,0001-01-01,2,,
1380,Osamu,Tezuka,1989,"[cartoon,anime]",0,0,0001-01-01,2,0001-01-01,2,,
1381,Abbott Handerson,Thayer,1921,"[portrait,symbolism,romanticism]",0,0,0001-01-01,2,0001-01-01,2,,
1382,,theCHAMBA,,"[cartoon,character,anime]",0,0,0001-01-01,2,0001-01-01,2,,
1383,Heather,Theurer,,"[fantasy,romanticism,renaissance]",0,0,0001-01-01,2,0001-01-01,2,,
1384,Wayne,Thiebaud,2021,"[pop art,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
1385,Anthony,Thieme,1954,"[impressionism,landscape,streetscape,seascape]",0,0,0001-01-01,2,0001-01-01,2,,
1386,Karel,Thole,2000,"[surrealism,dark,sci-fi,horror]",0,0,0001-01-01,2,0001-01-01,2,,
1387,Hans,Thoma,1924,"[symbolism,realism,landscape,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1388,Mickalene,Thomas,,"[melanin,colorful,collage,pop art]",0,0,0001-01-01,2,0001-01-01,2,,
1389,Tom,Thomson,1917,"[expressionism,art nouveau,impressionism,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
1390,Archibald,Thorburn,1935,"[nature,watercolor,birds]",0,0,0001-01-01,2,0001-01-01,2,,
1391,Storm,Thorgerson,2013,"[surrealism,photography,colorful]",0,0,0001-01-01,2,0001-01-01,2,,
1392,Louis Comfort,Tiffany,1933,"[stained glass,art nouveau]",0,0,0001-01-01,2,0001-01-01,2,,
1393,,Tintoretto,1594,"[dark,renaissance]",0,0,0001-01-01,2,0001-01-01,2,,
1394,James,Tissot,1902,"[impressionis,realism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1395,Ettore,Tito,1941,"[realism,symbolism,seascape,scene,cityscape]",0,0,0001-01-01,2,0001-01-01,2,,
1396,,Tom of Finland,1991,"[monochromatic,comics,cartoon]",0,0,0001-01-01,2,0001-01-01,2,,
1397,Adrian,Tomine,,"[comics,clean]",0,0,0001-01-01,2,0001-01-01,2,,
1398,Yoshiyuki,Tomino,,"[anime]",0,0,0001-01-01,2,0001-01-01,2,,
1399,George,Tooker,2011,"[surrealism,magic realism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1400,Akira,Toriyama,,"[manga,anime,character]",0,0,0001-01-01,2,0001-01-01,2,,
1401,Alex,Toth,2006,"[cartoon,comics,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
1402,Fernand,Toussaint,1956,"[impressionism,cityscape,art nouveau,still-life]",0,0,0001-01-01,2,0001-01-01,2,,
1403,Ross,Tran,,"[portrait,digital]",0,0,0001-01-01,2,0001-01-01,2,,
1404,Phoebe Anna,Traquair,1936,"[art nouveau,colorful]",0,0,0001-01-01,2,0001-01-01,2,,
1405,Philip,Treacy,,"[hats,portrait,photography]",0,0,0001-01-01,2,0001-01-01,2,,
1406,Kathryn Morris,Trotter,,"[impressionism,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
